XCoord;YCoord;OBJECTID_1;NAME;ADDRESS;PHONE;EMAIL;WEBSITE;BRANCHADDRESS;COMMENT_;HOURS;COUNCIL_NAME
138.99199600;-34.48164600;86;Barossa Council Library Service - Nuriootpa;43-51 Tanunda Rd, Nuriootpa  5355;8563 8440;library@barossa.sa.gov.au;http://www.barossa.sa.gov.au;NULL;NULL;Mon - Thurs 9am - 6pm, Fri 9am - 5pm, Sat 9am - 12 noon, Sun 12 noon - 3pm, After hours returns available.;The Barossa Council
138.95919700;-34.52528200;87;Barossa Council Library Service - Tanunda;66-68 Murray St, Tanunda  5352;8561 1300;library@barossa.sa.gov.au;http://www.barossa.sa.gov.au;NULL;Public Library Services only - Council payments no longer available.;Mon, Wed - Fri 9am - 5pm, Tues 9am - 6pm, Sat 9am - 12 noon;The Barossa Council
140.21834200;-34.81120400;88;East Murray School Community Library;School Rd, Mindarie  5309;8578 7053;NULL;http://www.libraries.sa.gov.au;NULL;NULL;NULL;The Dc Of Karoonda East Murray
139.89563300;-35.09239300;89;Karoonda School Community Library;1 North Tce, Karoonda  5307;8578 1120;NULL;http://bookmark.central.sa.edu.au/mln.htm;NULL;NULL;NULL;The Dc Of Karoonda East Murray
138.74960500;-34.59928700;90;Gawler Public Library;91 Murray St, Gawler  5118;8522 9213;library@gawler.sa.gov.au;http://www.gawlerlibrary.sa.gov.au;Evanston Gardens - address 65 Angle Vale Rd, Evanston Gardens 5116, Tel. 8522 0123 Hours: Tues 9am - 5pm;NULL;Mon, Wed, Thurs, Fri 9am - 5pm, Tues, Sat 9am - 1pm;Town Of Gawler
138.71991400;-34.62404000;91;Evanstone Gardens Branch Library;63-65 Angle Vale Road, Evanstone Gardens, SA 5116;NULL; ;http://www.gawler.sa.gov.au/page.aspx?u=530;<Null>;NULL;Hours: Tues 9am - 5pm;Town Of Gawler
138.67140700;-34.71768300;92;Playford Library Service - Elizabeth;10 Playford Blvd, Elizabeth  5112;8256 0334;library@playford.sa.gov.au;http://www.playford.sa.gov.au;NULL;NULL;Mon, Wed, Fri 9am - 5pm, Tues 1pm - 5pm, Thurs 9am - 7pm, Sat 10am - 1pm;City Of Playford
138.68959500;-34.68668300;93;Playford Library Service - Munno Para;Shop 51, Munno Para Shopping City, 600 Main North Rd, Smithfield  5114;8254 4600;library@playford.sa.gov.au;http://www.playford.sa.gov.au;NULL;NULL;Mon - Wed 9am - 5pm, Thurs 9am - 8pm, Fri 9am - 7pm, Sat 10am - 4pm, Sun 1pm - 4pm After hours returns available;City Of Playford
138.71771300;-35.00561900;94;Adelaide Hills Library Service - Coventry Library, Stirling;63 Mount Barker Rd, Stirling  5152;8408 0420;library@ahc.sa.gov.au;http://www.ahc.sa.gov.au;NULL;NULL;Tues, Wed, Fri 10am - 6pm, Thurs 1pm - 8pm, Sat 10am - 5pm, Sun 1pm - 5pm After hours returns available;Adelaide Hills Council
138.88631700;-34.82205400;95;Adelaide Hills Library Service - Gumeracha;Civic Centre, Albert Road, Gumeracha  5233;8389 1455;library@ahc.sa.gov.au;http://www.ahc.sa.gov.au;NULL;NULL;Tues 10am - 5pm, Fri 10am - 5pm, Sat 10am - 1pm After hours returns available;Adelaide Hills Council
138.87503000;-34.95398000;96;Adelaide Hills Library Service - Mobile Library;NULL;8408 0420;library@ahc.sa.gov.au;http://www.ahc.sa.gov.au;NULL;NULL;Schedule available via the website, at Adelaide Hills Council Libraries or tel. 8408 0420. The Mobile Library Service will be cancelled on days with a fire danger rating of Catastrophic for the Mount Lofty Ranges;Adelaide Hills Council
138.87587500;-34.95042800;97;Adelaide Hills Library Service - Woodside;26 Onkaparinga Valley Rd, Woodside  5244;8408 0520;library@ahc.sa.gov.au;http://www.ahc.sa.gov.au;NULL;NULL;Mon -  Wed & Fri 9am-5pm Thurs 9am-8pm Sat 10am-2pm After hours returns available;Adelaide Hills Council
135.86608700;-34.72383500;98;Port Lincoln Public Library;2 London St, Port Lincoln  5606;8688 3622;NULL;http://www.portlincoln.sa.gov.au;NULL;A joint-use library managed by TAFE SA Port Lincoln Campus and City of Port Lincoln;Mon, Tues, Thurs, Fri 9am - 5pm, Wed 9am - 7pm, Sun 1pm - 4.30pm After hours returns available;City Of Port Lincoln
138.64216800;-34.83010800;99;Salisbury Library Service - Ingle Farm;Beovich Rd, Ingle Farm  5098;8265 4717;library@salisbury.sa.gov.au;http://www.salisburylibrary.sa.gov.au;NULL;NULL;Mon - Wed, Fri 9.30am - 5.30pm, Thurs 9.30am - 8pm, Sat 9.30am - 3.30pm, Sun 1.30pm - 4.30pm;City Of Salisbury
138.64538400;-34.76283000;100;Salisbury Library Service - Len Beadell Library;55 John St, Salisbury  5108;8406 8283, 8406 8284;library@salisbury.sa.gov.au;http://www.salisburylibrary.sa.gov.au;NULL;NULL;Mon - Wed, Fri 9.30am - 5.30pm Thurs 9.30am - 8pm Sat 9.30am - 3.30pm Sun 1.30pm - 4.30pm After hours returns available;City Of Salisbury
138.61730300;-34.81077100;101;Salisbury Library Service - Mawson Lakes;2-8 Main St, Mawson Lakes  5095;8302 5555;library@salisbury.sa.gov.au;http://www.salisburylibrary.sa.gov.au;NULL;NULL;Mon, Wed, Fri 9.30am - 5pm, Tues, Thurs 9.30am - 7pm, Sat 10am - 4pm, Sun 2pm - 5pm, After hours returns available;City Of Salisbury
138.65267500;-34.81112100;102;Salisbury Library Service - Para Hills;Wilkinson Rd, Para Hills  5096;8264 2512;library@salisbury.sa.gov.au;http://www.salisburylibrary.sa.gov.au;NULL;NULL;Mon, Wed, Fri 9.30am - 5pm, Tues, 9.30am - 2pm, Thurs 2.30pm - 7pm, Sat 10am - 1pm;City Of Salisbury
138.62337600;-34.76955400;103;Salisbury Library Service - Salisbury West;Hollywood Blvd, Salisbury Downs  5108;8258 2788;library@salisbury.sa.gov.au;http://www.salisburylibrary.sa.gov.au;NULL;NULL;Mon - Wed, Fri 9.30am - 5.30pm, Thurs 9.30am - 8pm, Sat 9.30am - 12.30pm;City Of Salisbury
138.69003400;-34.82832000;104;Tea Tree Gully Public Library;571 Montague Rd, Modbury  5092;8397 7333;library@cttg.sa.gov.au;http://www.ttglibrary.sa.gov.au;NULL;NULL;Mon, Wed 10am - 8pm, Tues, Thurs - Sat 10am - 5pm, Sun 1pm - 5pm After hours returns available;City Of Tea Tree Gully
138.60164000;-34.85329000;105;Port Adelaide Enfield Public Library Service - Enfield;1 Kensington Cres, Enfield  5085;8405 6530;libmail@portenf.sa.gov.au;http://www.portenf.sa.gov.au;NULL;NULL;Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 1pm, Sun 1.30pm - 5pm;City Of Port Adelaide Enfield
138.63740100;-34.87020500;106;Port Adelaide Enfield Public Library Service - Greenacres;2 Fosters Rd, Greenacres  5086;8405 6540;libmail@portenf.sa.gov.au;http://www.portenf.sa.gov.au;NULL;NULL;Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 1pm, Sun 1.30pm - 5pm;City Of Port Adelaide Enfield
138.55814300;-34.85808700;107;Port Adelaide Enfield Public Library Service - Parks;2 - 46 Cowan St, Angle Park  5010;8243 5691;libmail@portenf.sa.gov.au;http://www.portenf.sa.gov.au;NULL;NULL;Mon, Tues, Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat Closed, Sun 1.30pm - 5pm;City Of Port Adelaide Enfield
138.50338900;-34.84738200;108;Port Adelaide Enfield Public Library Service - Port Adelaide;2 - 4 Church St, Port Adelaide  5015;8405 6580;libmail@portenf.sa.gov.au;http://www.portenf.sa.gov.au;NULL;NULL;Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 4pm;City Of Port Adelaide Enfield
138.48117600;-34.83881600;109;Port Adelaide Enfield Public Library Service - Semaphore;14 Semaphore Rd, Semaphore  5019;8405 6570;libmail@portenf.sa.gov.au;http://www.portenf.sa.gov.au;NULL;NULL;Mon - Wed 9.30am - 5.30pm, Thurs 9.30am - 8pm, Fri 10am - 5.30pm, Sat 9.30am - 1pm, Sun 1.30pm - 5pm;City Of Port Adelaide Enfield
138.53774600;-34.87872800;110;Charles Sturt Library Service - Civic, Woodville;72 Woodville Rd, Woodville  5011;8408 1333;library@charlessturt.sa.gov.au;http://www.charlessturt.sa.gov.au;NULL;NULL;Mon - Thurs 10am - 5.30pm, Fri 10am - 8pm, Sat 9.15am - 12 noon, Sun 1.30pm - 4.30pm, After hours returns available;City Of Charles Sturt
138.53033300;-34.90481400;111;Charles Sturt Library Service - Findon;Findon Shopping Centre, cnr Findon Rd and Grange Rd, Findon  5023;8408 1333;library@charlessturt.sa.gov.au;http://www.charlessturt.sa.gov.au;NULL;NULL;Mon, Tues, Fri 10am - 5.30pm, Wed 10am - 5.30pm, Thurs 10am - 8pm, Sat 9.15am - 1pm, After hours returns available;City Of Charles Sturt
138.49386300;-34.91688200;112;Charles Sturt Library Service - Henley Beach;378 Seaview Rd, Henley Beach  5022;8408 1333;library@charlessturt.sa.gov.au;http://www.charlessturt.sa.gov.au;NULL;NULL;Tues, Thurs, Fri 10am - 5.30pm, Wed 1pm - 8pm, Sat 9.30am - 12 noon, Sun 1.30pm - 4pm, After hours returns available;City Of Charles Sturt
138.57356800;-34.90574400;113;Charles Sturt Library Service - Hindmarsh;139 Port Rd, Hindmarsh  5007;8408 1333;library@charlessturt.sa.gov.au;http://www.charlessturt.sa.gov.au;NULL;NULL;Mon - Fri 10am - 7pm, Sat 12.30pm - 4.30pm, After hours returns available;City Of Charles Sturt
138.49221000;-34.87682100;114;Charles Sturt Library Service - West Lakes;Cnr Brebner Dr & West Lakes Blvd, West Lakes  5021;8408 1333;library@charlessturt.sa.gov.au;http://www.charlessturt.sa.gov.au;NULL;NULL;Mon - Wed, Fri 8.30am - 5.30pm, Thurs 8.30am - 8pm, Sat 9.15am - 5pm, Sun 1.30pm - 4.30pm, After hours returns available;City Of Charles Sturt
138.67833900;-34.88788400;115;Campbelltown Public Library;171 Montacute Rd, Newton  5074;8366 9299;library@campbelltown.sa.gov.au;www.campbelltown.sa.gov.au;NULL;Bus ticket purchase and public telephone available;Mon 10am-6pm Tues 9.30am - 8pm Wed, Thurs 9.30am - 6pm Fri 9.30am - 8pm Sat 9.30am-2pm Sun 1pm-5pm After hours returns available Closed all public holidays;Campbelltown City Council
138.60296300;-34.88250300;116;Prospect Public Library;Thomas St Centre, Nailsworth  5083;8342 8170;admin@prospect.sa.gov.au;http://www.prospect.sa.gov.au;NULL;NULL;Tues 10.15am - 8.30pm, Wed - Fri 10.15am - 6pm, Sat 9am - 4pm, Sun 2pm - 5pm, Closed Mon. After hours returns available;The City Of Prospect
138.61476800;-34.89787100;117;Walkerville Library;62 Walkerville Tce, Gilberton  5081;8342 7150;NULL;http://www.walkerville.sa.gov.au;NULL;NULL;Mon, Tues, Thurs, Fri 9am - 5pm, Wed 9am - 8pm, Sat 9.15am - 12 noon, Sun 2.30pm - 5pm;The Corporation Of The Town Of Walkerville
138.63167700;-34.92167900;118;Norwood Public Library;110 The Parade, Norwood  5067;8366 4546;townhall@npsp.sa.gov.au;www.npsp.sa.gov.au/site/page.cfm?u=241;NULL;NULL;Tues, Wed 1pm - 5.30pm, Thurs 1pm - 9pm, Fri 9.30am - 5.30pm, Sat 9am - 12 noon, Sun 2pm - 5pm, After hours returns available Mon - Fri 9am - 5pm;The City Of Norwood Payneham And St Peters
138.64266000;-34.89135400;119;Payneham Public Library;2 Turner St, Felixstow  5070;8336 0333;townhall@npsp.sa.gov.au;http://www.npsp.sa.gov.au;NULL;NULL;Mon, Thurs 10am - 8pm, Wed, Fri 10am - 6pm, Sat 9am -12 noon, After hours returns available;The City Of Norwood Payneham And St Peters
138.62679600;-34.91084300;120;St Peters Public Library;101 Payneham Rd, St Peters  5069;8334 0200;townhall@npsp.sa.gov.au;www.npsp.sa.gov.au/site/page.cfm?u=241;NULL;NULL;Mon, Thurs, Fri 10.30am - 6pm, Tues 10.30am - 9pm, Sat 9.30am - 12 noon, Sun 2pm - 5pm After hours returns at rear of library;The City Of Norwood Payneham And St Peters
138.85472200;-35.06967600;121;Mount Barker Community Library;5 Dumas St, Mount Barker  5251;8391 7312;library@dcmtbarker.sa.gov.au;http://www.dcmtbarker.sa.gov.au;NULL;NULL;Mon 9am - 7pm, Tues, Wed, Fri 9am - 5pm, Thurs 9am - 8pm, Sat 9am - 4pm, Toy library: Tues, Wed, Fri 11am - 12.30pm, Thurs 11am - 12.30pm, 3pm - 4.30pm, 6pm - 8pm;The Dc Of Mount Barker
138.59839800;-34.92840700;122;Adelaide City Council Library Service - Grote Street;18 Grote St, Adelaide  5000;8203 7990;library@adelaidecitycouncil.com;http://www.adelaidecitycouncil.com/library;NULL;NULL;Mon - Thurs 10am - 6pm, Fri 10am - 8pm, Sat 11am - 3pm After hours returns available;Adelaide City Council
138.61201900;-34.93348400;123;Adelaide City Council Library Service - Hutt Street;235 Hutt St, Adelaide  5000;8203 7990;library@adelaidecitycouncil.com;http://www.adelaidecitycouncil.com/library;NULL;NULL;Mon - Wed, Fri 10am - 6pm, Thurs 10am - 8pm, Sat 11am - 2pm After hours returns available;Adelaide City Council
138.59376200;-34.90600300;124;Adelaide City Council Library Service - North Adelaide;176 Tynte St, North Adelaide  5006;8203 7990;library@adelaidecitycouncil.com;http://www.adelaidecitycouncil.com/library;NULL;NULL;Mon - Wed, Fri 10am - 6pm, Thurs 10am - 8pm, Sat 11am - 2pm After hours returns available;Adelaide City Council
138.59913700;-34.92156800;125;Adelaide City Council Library Service - North Terrace;Corner of North Tce & Kintore Ave, Adelaide  5000;8203 7990;library@adelaidecitycouncil.com;http://www.adelaidecitycouncil.com/library;NULL;NULL;Mon - Fri 10am - 6pm, Sat, Sun 12 noon - 5pm After hours returns available in Kintore Avenue;Adelaide City Council
138.56192000;-34.93396200;126;West Torrens Library Service;1 Brooker Tce, Hilton  5033;8416 6228;library@wtcc.sa.gov.au;http://www.westtorrens.sa.gov.au/Library;NULL;NULL;Mon, Tues, Fri 10am - 6pm Wed 8am - 6pm Thurs 10am - 8pm Sat 10am - 4pm Sun 1pm - 4pm;City Of West Torrens
138.56192000;-34.93396200;127;West Torrens Library Service - Mobile Library;1 Brooker Tce, Hilton  5033;8416 6228;library@wtcc.sa.gov.au;http://www.westtorrens.sa.gov.au/Library;NULL;Visits the suburbs of Brooklyn Park, Camden Park, Fulham, Glandore, Glenelg North, Keswick, Kurralta Park, Lockleys, Marleston, Netley, North Plympton, Novar Gardens, Plympton, Torrensville and West Beach;Mon, Wed - Sat. Closed Tues;City Of West Torrens
138.64316800;-34.93843400;128;Burnside Library & Information Service;401 Greenhill Rd, Tusmore  5065;8366 4280;library@burnside.sa.gov.au;http://www.burnside.sa.gov.au;NULL;NULL;Mon - Wed, Fri 9.30am - 6pm, Thurs 9.30am - 9pm, Sat 10am - 4pm, Sun 2pm - 5pm After hours returns at rear of library in Hyde Street;City Of Burnside
138.63556700;-34.94711600;129;Burnside Library - Toy Library;Middle of Glenunga Reserve L'Estrange Street GLENUNGA  SA  5064;(08) 8338 4131;hwright@burnside.sa.gov.au;http://www.burnside.sa.gov.au/goto/Toylibrary;NULL;NULL;NULL;City Of Burnside
139.27867000;-35.11861500;130;Murray Bridge Public Library;Level 2, Murray Bridge Market Place, Murray Bridge  5253;8539 1175;library@rcmb.sa.gov.au;http://library.rcmb.sa.gov.au;NULL;Mother's room available with lounge, baby change table and hand washing facilities;Mon - Thurs 9.30am - 6pm, Fri 9.30am - 8pm, Sat 9.30am - 1pm;The Rural City Of Murray Bridge
138.62508800;-34.95772100;131;Unley Library Service;181 Unley Rd, Unley  5061;8372 5100. Toy library: 8372 5174;pobox1@unley.sa.gov.au;http://www.unley.sa.gov.au;NULL;NULL;Mon 1pm - 6pm, Tues, Wed, Fri 10am - 6pm, Thurs 10am - 8pm, Sat 10am - 4pm, Sun 2pm - 5pm, After hours returns available, Also see Goodwood and Fullarton Park branches;City Of Unley
138.58979800;-34.95080100;132;Unley Library Service - Fullarton Park;411 Fullarton Rd, Fullarton Park  5063;8372 5167;pobox1@unley.sa.gov.au;http://www.unley.sa.gov.au;NULL;NULL;Mon 11am - 1pm, Tues 12.30pm - 3pm, Thurs 10am - 1pm;City Of Unley
138.60782200;-34.95076300;133;Unley Library Service - Goodwood;101 Goodwood Rd, Goodwood  5034;8372 5166;pobox1@unley.sa.gov.au;http://www.unley.sa.gov.au;NULL;NULL;Mon 10.30am - 5pm, Tues 10am - 6pm, Wed 1pm - 5pm, Thurs 10am - 6pm, Fri 10am - 5pm, Sat 10am - 1pm, After hours returns available;City Of Unley
138.54329800;-35.01362900;134;Marion Library Service - Cultural Centre Library;Marion Cultural Centre 287 Diagonal Road, Oaklands Park  5046;8375 6785;marionlibrary@marion.sa.gov.au;http://www.marion.sa.gov.au;NULL;NULL;Mon, Tues, Thurs, Fri 10am - 8pm, Wed 10am - 6pm, Sat 10am - 4pm, Sun 1pm - 4pm;City Of Marion
138.51615600;-35.07679600;135;Marion Library Service - Hallett Cove;1 Zwerner Dr, Hallett Cove  5158;8375 6755;marionlibrary@marion.sa.gov.au;http://www.marion.sa.gov.au;NULL;NULL;Tues, Wed, Fri 10am - 5pm, Thurs 10am - 8pm, Sat 10am - 4pm, Sun 1pm - 4pm;City Of Marion
138.55549200;-34.99180800;136;Marion Library Service - Park Holme;Duncan Ave, Park Holme  5043;8375 6745;marionlibrary@marion.sa.gov.au;http://www.marion.sa.gov.au;NULL;NULL;Mon, Tues, Thurs, Fri 10am - 5pm, Wed 10am - 8pm, Sat 10am - 4pm;City Of Marion
138.52009200;-35.01675900;137;Holdfast Bay Library Service - Brighton;20 Jetty Rd, Brighton  5048;8229 9988;blibrary@holdfast.sa.gov.au;http://www.holdfast.sa.gov.au/libraries;NULL;NULL;Mon, Thurs, Fri 9am - 5pm, Tues 9am - 7pm, Sat 9am - 1pm After hours returns available;City Of Holdfast Bay
138.51208600;-34.97977000;138;Holdfast Bay Library Service - Glenelg;2 Colley Tce, Glenelg  5045;8295 2580;glibrary@holdfast.sa.gov.au;http://www.holdfast.sa.gov.au/libraries;NULL;NULL;Mon, Tues, Thurs, Fri 9am - 5pm, Wed 9am - 7pm, Sat 9am - 1pm, Sun 1pm - 4pm After hours returns available;City Of Holdfast Bay
138.61677400;-35.01804100;139;Blackwood Library;215 Main Rd, Blackwood  5051;NULL;library@mitchamcouncil.sa.gov.au;http://www.mitchamcouncil.sa.gov.au;NULL;Library Community Bus provides monthly service on Mondays to Mitcham and Blackwood Libraries.;Mon - Wed 10am - 5.30pm, Thurs 10am - 8pm, Fri 10am - 2pm, Sat 10am - 4pm, Sun 2pm - 5pm Closed public holidays, Blackwood Library closed on all Extreme and Catastrophic Fire Danger Days declared in the Mount Lofty Ranges Fire Ban District;City Of Mitcham
138.60871200;-34.97288300;140;Mitcham Library;154 Belair Rd, Hawthorn  5062;8372 8244;library@mitchamcouncil.sa.gov.au;http://www.mitchamcouncil.sa.gov.au;NULL;Library Community Bus provides monthly service on Mondays to Mitcham and Blackwood Libraries;Mon, Tues, Thurs 10am - 5.30pm, Wed 10am - 8pm, Fri 10am - 2pm, Sat 10am - 4pm, Sun 2pm - 5pm Closed public holidays After hours returns available;City Of Mitcham
140.52092900;-35.33119300;141;Lameroo School Community Library;1 Bews Tce, Lameroo  5302;8576 3490;lameroo.library@plain.sa.gov.au;http://bookmark.central.sa.edu.au/mln.htm;NULL;NULL;School terms: Mon 9am - 4pm, Tues - Fri 9am - 6pm School holidays: Tues, Wed, Fri 11.30am - 6pm, Thurs 10am - 1pm;Southern Mallee Dc
140.90513100;-35.25747100;142;Pinnaroo School Community Library;Bundey Tce, Pinnaroo  5304;8577 8176;blacksell.tiffany@plain.sa.gov.au;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon 9am - 4pm, Tues 10am - 3.30pm, Wed 9am - 4pm, Thurs, Fri 9am - 7pm, School holidays: Tues 10am - 3.30pm, Wed 10am - 4pm, Thurs, Fri 10.30am - 7pm, After hours returns available;Southern Mallee Dc
138.45771700;-35.27865900;143;Onkaparinga Library Service - Aldinga;Aldinga Central Shopping Centre, Aldinga Beach  5173;8384 0022;libraries@onkaparinga.sa.gov.au;http://www.onkaparingacity.com/libraries;NULL;NULL;Mon - Wed, Fri 10am - 5pm, Thurs 10am - 8pm, Sat 9am - 12 noon, after hours returns chute available;City Of Onkaparinga
138.59590700;-35.07594100;144;Onkaparinga Library Service - Hub Library;Hub Dr, Aberfoyle Park  5159;8384 0100;libraries@onkaparinga.sa.gov.au;www.onkaparingacity.com/libraries;NULL;Joint use library.;Mon, Tues, Fri 9.30am - 6pm, Wed, Thurs 9.30am - 8pm, Sat 10am - 3pm, Sun 2pm - 5pm,  after hours returns chute available;City Of Onkaparinga
138.49515300;-35.13928500;145;Onkaparinga Library Service - Noarlunga;Hannah Rd, Noarlunga Centre  5168;8384 0655;libraries@onkaparinga.sa.gov.au;www.onkaparingacity.com/libraries;NULL;NULL;Mon - Thurs 10am - 8pm, Fri 10am - 5pm, Sat 10am - 4pm;City Of Onkaparinga
138.48111900;-35.18694900;146;Onkaparinga Library Service - Seaford;Grand Blvd, Seaford  5169;8384 0044;libraries@onkaparinga.sa.gov.au;www.onkaparingacity.com/libraries;NULL;Joint use library. ;Mon - Wed, Fri 9am - 5pm, Thurs 12 noon - 8pm, Sat 9am - 12 noon, after hours returns chute available;City Of Onkaparinga
138.55710600;-35.27343000;147;Onkaparinga Library Service - Willunga;St Peter's Tce, Willunga  5172;8384 0006;libraries@onkaparinga.sa.gov.au;http://www.onkaparingacity.com/libraries;NULL;Joint use with Council Customer Service office.;Mon - Wed, Fri 8.30am - 5pm, Thurs 8.30am - 6pm, Sun 2pm - 5pm, after hours returns chute available;City Of Onkaparinga
138.54584400;-35.11347900;148;Onkaparinga Library Service - Woodcroft;Woodcroft Community Centre, Morphett Vale  5162;8384 0050;libraries@onkaparinga.sa.gov.au;www.onkaparingacity.com/libraries;NULL;NULL;Mon - Wed and Fri 10am - 5.30pm, Thurs 10am - 8pm and Sun 1pm - 4pm, after hours chute available;City Of Onkaparinga
138.78224300;-35.50185700;149;Alexandrina Library Service - Goolwa;11 Cadell St, Goolwa  5214;8555 7000;glibrary@alexandrina.sa.gov.au;http://www.alexandrina.sa.gov.au;NULL;NULL;Mon - Fri 9am - 5pm, Sat 9am - 12 noon After hours returns available;Alexandrina Council
138.96955900;-35.40721400;150;Alexandrina Library Service - Milang Depot;Institute Bldg, Coxe St, Milang  5256;8555 7000;glibrary@alexandrina.sa.gov.au;http://www.alexandrina.sa.gov.au;NULL;NULL;Mon 3pm - 5pm, Fri 9.30am - 12 noon Open Wed 10am - 12 noon when a public holiday occurs on Mon or Fri After hours returns available;Alexandrina Council
138.61978800;-35.34879300;151;Alexandrina Library Service - Mount Compass Depot;Mount Compass Area School, School Rd, Mount Compass  5210;8555 7000;glibrary@alexandrina.sa.gov.au;http://www.alexandrina.sa.gov.au;NULL;NULL;School terms: Mon - Fri 8.45am - 4.15pm School holidays: Wed 10am - 12 noon After hours returns available;Alexandrina Council
138.68195200;-35.53283700;152;Alexandrina Library Service - Port Elliot Depot;16 The Strand, Port Elliot  5212;8555 7000;glibrary@alexandrina.sa.gov.au;http://www.alexandrina.sa.gov.au;NULL;NULL;Wed 2pm - 4.30pm, Sat 9.30am - 12 noon After hours returns available;Alexandrina Council
138.90115800;-35.25756400;153;Strathalbyn School Community Library;1 Colman Tce, Strathalbyn  5255;8555 7000;glibrary@alexandrina.sa.gov.au;http://www.alexandrina.sa.gov.au;NULL;NULL;Mon - Fri 9am - 5pm,  Sat 9am - 12 noon;Alexandrina Council
139.67280900;-35.46479500;154;Coomandook School Community Library;Dukes Hwy, Coomandook  5261;8573 3196;coomandook.library@plain.sa.gov.au;http://www.coomyas.sa.edu.au/library;NULL;NULL;School terms: Mon - Thurs 8.30am - 4.15pm, Fri 8.30am - 4pm School holidays: Tues - Thurs 9.30am - 4.30pm;Coorong Dc
139.34093800;-35.68405600;155;Meningie School Community Library;1 North Tce, Meningie  5264;8575 1106;NULL;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon 9am - 4.30pm, Tues - Fri 9am - 5.30pm, Sat 10am - 1pm School holidays: Tues - Fri 10.30am - 1pm, 2pm - 5pm, Sat 10am - 1pm;Coorong Dc
139.45561300;-35.25627700;156;Tailem Bend School Community Library;1 Murray St, Tailem Bend  5260;8572 3266;library@tailembdps.sa.edu.au;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon, Wed, Fri 9am-5pm Tue, Thur 9am-4pm School holidays: Mon, Wed, Fri 9am-12pm, 2pm -5pm, Tue, Thurs closed ;Coorong Dc
140.05724300;-35.88156900;157;Tintinara Coonalpyn Community Library;Wendt Tce, Tintinara  5266;8757 2120;lawless.wendy@plain.sa.gov.au;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon - Fri 8.30am - 5pm School holidays: Wed - Fri 8.30am - 5pm, closed 1pm - 1.30pm;Coorong Dc
138.35483400;-35.45588600;158;Yankalilla School Community Library;207 Main Rd, Yankalilla  5203;8558 2043;yankalilla.library@plain.sa.gov.au;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon, Tues 8.30am - 4pm, Wed - Fri 8.30am - 5pm, Sat 10am - 4pm, School holidays: Tues - Fri 10am - 4pm, Sat 10am - 4pm, After hours returns available;The Dc Of Yankalilla
138.61177100;-35.55731900;159;Victor Harbor Public Library;1 Bay Rd, Victor Harbor  5211;8551 0730;library@victor.sa.gov.au;http://www.victor.sa.gov.au;NULL;NULL;Mon, Tues, Thurs, Fri 9.30am - 5.30pm, Wed 10am - 6pm, Sat 9am - 12 noon;City Of Victor Harbor
137.63813900;-35.65683700;160;Kangaroo Island Library Service;Dauncey St, Kingscote  5223;8553 4516;library@kicouncil.sa.gov.au;http://www.kangarooisland.sa.gov.au;Penneshaw Annex - Penneshaw Campus of KICE, Hogg Bay Rd, Penneshaw 5220 Tel. 8553 1067;NULL;Mon - Fri 9am - 5pm, Sat 9am - 12 noon Penneshaw: Tues, Thurs 10am - 12 noon, Wed 12 noon - 2pm;Kangaroo Island Council
137.93227700;-35.72010200;161;Kangaroo Island Library - Penneshaw Annex;Penneshaw Campus of KICE, Hogg Bay Rd, Penneshaw 5220;08 8553 1067;library@kicouncil.sa.gov.au;http://www.kangarooisland.sa.gov.au/goto/library;NULL;NULL;NULL;Kangaroo Island Council
140.77358800;-36.31090700;162;Bordertown Public Library;55 Woolshed St, Bordertown  5268;8752 1473;NULL;http://www.tatiara.sa.gov.au;NULL;NULL;Mon 9.30am - 5.30pm, Tues 9.30am - 5.30pm, Wed 9.30am - 6pm, Thurs 9.30am - 6pm, Fri 9.30am - 5.30pm, Sat 9.30am - 11.30am;Tatiara Dc
140.35312800;-36.09942600;163;Keith School Community Library;Tolmer Tce, Keith  5267;8755 3236;library@keithas.sa.edu.au;http://www.libraries.sa.gov.au;NULL;NULL;School terms: Mon 8.30am - 3.15pm, Tues - Fri 8.30am - 4.30pm, Sat 9.30am - 12 noon School holidays: Tues - Fri 9.30am - 12.30pm, 1.30pm - 4.30pm, Sat 9.30am - 12 noon;Tatiara Dc
